T5.K4.652.A98542 K6.QJT976.QT7.Q6 432.A.AKJ93.JT73 AQJ987.8532.84.K:65658888888843433232
KQJ742.J9.AQ72.6 85.QT6542.JT9.98 9.A.K853.KQJT732 AT63.K873.64.A54:72723333888822222222
A9843.Q72.K72.K7 JT.K4.J6.AQT8643 Q7.AJ653.984.J52 K652.T98.AQT53.9:55555555545477778888
J653.T532.AT3.A3 QT7.J9.KQ9865.52 K9.Q76.J742.KJ97 A842.AK84..QT864:77778888778788878888
JT73.AQ5.K432.A3 A854.942.975.765 Q2.K.QJ8.KQJT942 K96.JT8763.AT6.8:33334444666643433131
94.KT854.K6.QT94 87652.62.J8.KJ86 KQJ.AJ9.AQ92.752 AT3.Q73.T7543.A3:44447676444465655555
93.KJ7.KJT542.A8 QJT8.86.A93.J543 A75.92.876.KQT96 K642.AQT543.Q.72:52527777888832324444
AJ2.A762.AJT8.J4 954.QT98.7.AKT86 K87.K54.K543.752 QT63.J3.Q962.Q93:54544444545443447777
8.KQJ.QJ862.KQ93 KQ976542.A7.K.82 A.T96432.AT7.AJ4 JT3.85.9543.T765:31318888111111111111
QT97.J73.952.A42 852.KT52.AJT43.T KJ3.Q984.KQ7.Q97 A64.A6.86.KJ8653:76867676767698988888
J.KQJ9862.7.T853 AQT964.54.Q982.K 87532.T.AK43.964 K.A73.JT65.AQJ72:CBCBCACA6565BBBBB8B8
Q73.76.KQJT3.T52 2.K985.A872.J943 K854.QJT2.96.AK7 AJT96.A43.54.Q86:66767777878776768787
83.AQ87.962.Q643 KJ52.T3.K7.JT982 QT964.65.QJT3.K7 A7.KJ942.A854.A5:98987777A9A98888A9AA
Q8632.T87.KQT.T6 AKJ54.AJ.J3.K975 T9.54.A652.QJ832 7.KQ9632.9874.A4:BABAA999BBBB88888888
A2.8752.QJ82.K74 8.KJ64.A765.AQ32 QJ7543.QT3.K9.T8 KT96.A9.T43.J965:9898777788989999AAAA
T753.J64.T95.AT2 Q8.AQ.AKJ873.J43 J92.T9872.Q42.98 AK64.K53.6.KQ765:CCCCBBBBAAAABBBBCCCC
T.954.AQ9432.Q83 AK873.KQ72..A975 J6.AJ86.KJT876.J Q9542.T3.5.KT642:A6A6CCCC75753333CCCC
942.T952.AJ3.T95 KQJ7.4.T76.KQ874 653.A873.952.632 AT8.KQJ6.KQ84.AJ:BABBBABBAAAAAAAABABB
AJ43.K987.A2.A76 Q95.J32.J864.QJ9 8762.T54.K5.K842 KT.AQ6.QT973.T53:66665555555577775555
KQ4.QT8.T76.AT32 T62.A7632.53.K65 J987.K95.AQJ4.84 A53.J4.K982.QJ97:66665454767655557676
Q764.QJ5.J8.A743 KJT85.T6.74.J982 9.AK98742.KT9.Q6 A32.3.AQ6532.KT5:7575BBBB4444AAAAAAAA
KT6.82.A62.Q8432 AQ82.AT74.J4.AT6 J953.KQ5.KQ93.KJ 74.J963.T875.975:54544444877655556454
K2.A7542.KQ5.J93 AT4.863.J9.KQ764 87653.J.AT86.AT2 QJ9.KQT9.7432.85:66665454666654546565
AT54.86.Q95.JT96 J863.T97.T.KQ542 K7.K43.J8632.A83 Q92.AQJ52.AK74.7:87879999999966667777
AK543.AK2.K2.KQ2 QJ6.QT984.874.J5 T9.J6.J9.AT98764 872.753.AQT653.3:11112222555575751010
976.A9432.Q82.J3 KQ.JT6.J94.AK986 AT432.KQ.A75.Q74 J85.875.KT63.T52:54545555444466666666
A9.82.AT97.AJ764 8.AKQ74.KQ8432.K QT754.J5.J65.T83 KJ632.T963..Q952:88887777AAAA88887677
A8732.J542.T8.JT T94.QT87.763.732 KQJ.AK96.AQJ.A64 65.3.K9542.KQ985:32322222222255756676
KQJ72.A543.A.KQ7 64.T82.Q832.J654 AT95.K9.K94.T982 83.QJ76.JT765.A3:22221111434355552222
5432.86.Q8632.J3 AT6.T9543.75.A92 K7.AQ.AKJ4.KQ654 QJ98.KJ72.T9.T87:63636676777732323232
J3.QT.T54.JT6432 AK75.98542.J98.A 64.AKJ6.AKQ32.75 QT982.73.76.KQ98:8484A9A9767643435454
KQ853.6542.64.76 6.AQJT83.JT8.KJ9 J94.K9.AQ32.Q832 AT72.7.K975.AT54:A9A98887BABABBBBAAAA
KQ76.AK.T62.T653 985.7.AKQ9843.Q7 AT32.T952.75.A82 J4.QJ8643.J.KJ94:76765454888898986666
T43.AKQ6.J8754.2 Q8.J742.QT63.A65 A9762.5.92.KJ987 KJ5.T983.AK.QT43:87876464878787877676
Q8.75.JT6432.743 432.AK62.Q.KQJ52 AT976.JT8.K7.986 KJ5.Q943.A985.AT:BBBB9999CCCC8888BBBB
K763.Q65.AKQ.KJ4 AJ85.82.984.AT63 Q942.AKT943.6.Q8 T.J7.JT7532.9752:22223232414166665555
AQ4.7.AT85.AKQT7 J6.T542.KQJ63.92 975.AQJ6.972.J53 KT832.K983.4.864:33334444555543433222
AJ854.3.982.QJ87 QT.AT97.K7.AKT95 973.QJ52.AJ643.6 K62.K864.QT5.432:A9A97776A9998787A9A9
QJT984.43.9742.5 A7653.KT8.T3.983 .J765.K85.AKJ642 K2.AQ92.AQJ6.QT7:AAAA8787B8B897A78888
KQ6.K.T954.AQJ94 74.82.KQJ6.KT873 J52.AJ53.A8732.5 AT983.QT9764..62:54446565777733336666
KT62.K65.95.K743 AQ975.J94.KQT6.9 J43.Q8.A742.JT52 8.AT732.J83.AQ86:99A99999BABAA9A97777
QJ8.JT4.Q6.QJT64 6543.AQ3.AKJ8.A5 AT7.K987.975.K98 K92.652.T432.732:77778888666698985555
2.AJ9852.J72.A52 T3.T64.843.KQ983 J8765.KQ.AQ9.J74 AKQ94.73.KT65.T6:54547777444466666565
A542.T.JT3.AQJ76 QT3.A63.A965.K83 J9.J854.Q742.T42 K876.KQ972.K8.95:B8B8BABABBBB98987676
J87.J92.J5.K6532 965.KQ6.KQ8.QJT9 AT432.T43.AT92.7 KQ.A875.7643.A84:87876666989888889998
K92.62.K9862.KJT T83.K87.AT74.Q74 A764.QJT3.J53.A6 QJ5.A954.Q.98532:54546565656554547777
JT2.QJT2.852.K95 AQ7.843.974.J762 965.AK.KJ6.AQT84 K843.9765.AQT3.3:84848888848488886565
Q4.K8764.QT65.96 T65.Q3.AK74.AQJ4 AKJ82.95.J3.T853 973.AJT2.982.K72:77777676777787877777
Q543.QT52.J9.AT9 K2.A8643.AKQ84.K T76.7.52.QJ76543 AJ98.KJ9.T763.82:B6B6A9A9CBBBCBCB7565
32.865.KJ98762.9 AT9764.J74.Q5.A2 QJ.AQT3.43.J8764 K85.K92.AT.KQT53:CCCCCCCC98996565B9B9
T7.T97653.AT5.Q2 62.AKJ.QJ732.AJ9 AK953.42.K9.K853 QJ84.Q8.864.T764:88887676555577777777
QJ54.J9865.76.KJ AKT.T7.AKQT85.A5 98763.3.J32.QT82 2.AKQ42.94.97643:DDDD7777AAAADDDDAAAA
QJ54.AKQ.987.QT9 9.T84.KQJ53.AJ32 AT732.73.AT2.764 K86.J9652.64.K85:85855555888888888888
AKJ5.92.64.AKJ64 Q.AJT863.KT982.7 T9876.754.73.T85 432.KQ.AQJ5.Q932:B3B54243BBBBCBCB5455
J985.Q62.A.K9742 AKQT3.93.J862.A8 762.A875.QT74.T6 4.KJT4.K953.QJ53:AAAAA9A99898AAAA8888
Q85.KT654.J3.975 97.A972.A962.KQ8 AKJT3.3.Q84.AJ63 642.QJ8.KT75.T42:65655454777787775555
AKJT62.T87.J6.K8 Q753.AQJ542.72.3 9.K6.AK953.AQJ62 84.93.QT84.T9754:32323232555532333333
98542.Q62.Q8.Q52 KQT.74.AKJT64.94 763.J8.9732.J876 AJ.AKT953.5.AKT3:DDDDBABACCCCDDDDCBCB
AT3.QJ.J976.8642 872.K98432.KQ.A7 KQ65.T7.85.JT953 J94.A65.AT432.KQ:B9B97777C9C999997777
52.A9542.AQJT2.K Q.QJ3.9843.JT543 KJT4.T76.K.AQ972 A98763.K8.765.86:22224444333342423333
95.AQ8.Q975.JT94 Q7.T763.KT83.AQ8 KT32.K92.A6.K752 AJ864.J54.J42.63:66656666666677775555
A4.K986.K53.7642 JT876.A.Q64.KJ98 5.QJ752.JT82.A53 KQ932.T43.A97.QT:7676BABA555566668686
JT86432.JT3..943 Q9.9754.9874.J86 AK75.2.KQT53.T75 .AKQ86.AJ62.AKQ2:A6A64343CBCBAAAABABA
2.A743.A97643.K6 QJT3.K92.2.Q9853 A94.T85.QJT8.AJ4 K8765.QJ6.K5.T72:22227777323222226666
QT62.A743.K8.J52 A983.K52.AQT5.A4 J4.QJT8.73.K9873 K75.96.J9642.QT6:A9A9A9A97777AAAA7777
T843.AKJ.A.J9532 A62.86.KJT76.KQT J.T75.98543.A864 KQ975.Q9432.Q2.7:88888888767677775343
AKQT7.J3.KQT.A92 5.T7652.8542.T75 9642.K.AJ973.QJ4 J83.AQ984.6.K863:51511111888811116565
KQ2.J853.T9.KQT2 9743.A74.632.654 AT5.62.AQ4.AJ983 J86.KQT9.KJ875.7:44445555656577773333
KJ93.AQ54.K8642. 7.873.AQ9.QJ8532 AT642.KT6.73.KT9 Q85.J92.JT5.A764:54542222323243438888
J6.QJ98.AJ4.JT97 Q52.KT42.T95.432 T98.7653.83.K865 AK743.A.KQ762.AQ:BABABBBB8888BBBB7787
AJ4.76.A532.JT65 KQ75.AT95.QT76.K 98.J8432.J9.AQ93 T632.KQ.K84.8742:77779999666688885555
AKT5432.97.AT2.9 87.K86.KJ87.T863 Q96.AJT.Q953.AK7 J.Q5432.64.QJ542:11111111666621217777
T632.5.QJ93.KQ85 J4.Q.T62.J976432 AK98.KT874.AK87. Q75.AJ9632.54.AT:44443232555533337777
A73.J9742.AJ93.2 92.Q.KQ82.AKJ743 864.653.765.QT85 KQJT5.AKT8.T4.96:AAAABBBB9999AAAAAAAA
J83.9753.Q92.T98 K4.AJT8.T8764.K4 AQT976.Q2.KJ.Q53 52.K64.A53.AJ762:AAA77776AAAABAB9BBBA
AJ7.AQT53.63.964 KT864.J874.AT8.7 2.962.KQJ42.K852 Q953.K.975.AQJT3:8777AAAA555575757777
J853.Q.KJ.KQJ982 K62.K982.A98.A43 AQT74.T3.7642.T5 9.AJ7654.QT53.76:88883333AAAA99994343
T32.QT98.862.KQ9 AKQJ964.7.A75.86 8.K542.KQJ3.T743 75.AJ63.T94.AJ52:AAAAAAAA555576767676
JT4.T764.A863.93 832.92.K9542.T75 Q965.KQ53.Q.K864 AK7.AJ8.JT7.AQJ2:999988886666AAAA99A9
QJ98.7.K87.AQ864 2.QJT9.QT53.J975 KT53.AK54.642.K2 A764.8632.AJ9.T3:44443333767665654343
T643.Q8753.J2.AJ Q52.J.K96543.875 K97.T62.Q7.KT643 AJ8.AK94.AT8.Q92:BABB88888888BABA9898
Q4.J982.KQT7.J76 AK.Q4.J6542.AT52 J862.AKT53.98.94 T9753.76.A3.KQ83:7777989865658888AAAA
83.3.AQ97532.AJ4 AK654.K8.K8.KQ92 QJ92.QT965.J6.75 T7.AJ742.T4.T863:9696999999996555BAAA
J94.A98.A632.J62 KQ876.J53.J9.Q85 A532.7642.87.K93 T.KQT.KQT54.AT74:98988888888899999898
QT42.KQ7.63.QJ93 KJ87.T2.875.T752 A9653.9.AJT.AK86 .AJ86543.KQ942.4:44443333888898983343
A2.JT.AT8732.A87 Q864.Q84.KQJ654. JT5.AK97652.9.JT K973.3..KQ965432:3222A9A942426555A999
A6432.A9.KJ7.QJ3 .K842.AQT643.K64 KJT9.JT6.5.T9875 Q875.Q753.982.A2:87876555C9CACBBB5555
873.A742.4.J9754 AK2.Q5.KJT87.Q63 T54.JT6.A63.AKT2 QJ96.K983.Q952.8:6665A8A86666AAAA4444
AQJ2.K4.KJ943.K2 .AQJT5.T52.QJ865 KT73.862.AQ8.973 98654.973.76.AT4:6464444499995343A9A9
QT652.764.62.954 8.J93.K54.AKQJ32 A974.QT5.J9873.8 KJ3.AK82.AQT.T76:DCDC8787DCDCAAAADCDC
Q76.QT4.964.J986 AKJ952.K6.K2.QT5 .A52.AQT873.A743 T843.J9873.J5.K2:94849998877633334442
Q6.83.T654.KQ985 KJ874.AK7.Q873.7 AT9532.J.A2.JT42 .QT96542.KJ9.A63:B8B87776CCCCB9B95555
62.AQ8432..KQT85 KQT73.KT97.T52.4 J954.J6.743.A963 A8.5.AKQJ986.J72:A7A7A8A94444CBCB4343
AKQT.AKQ96.A4.KT J752.J2.QJ7.J874 9863.7.T6532.AQ5 4.T8543.K98.9632:22221111222232324444
A6.J8764.Q87.KJ8 J972.KT532.A3.96 T3.Q9.KJ654.A742 KQ854.A.T92.QT53:75759999666644445555
8732.AT873..8753 Q94.KJ62.AKT4.Q4 AKJ.5.QJ976.AJT2 T65.Q94.8532.K96:66555454444455553232
QJ.T965.AJ.J7643 K842.QJ4.9653.T2 A75.87.QT742.AK8 T963.AK32.K8.Q95:44447676555544443333
K9.KJ43.J94.AK64 62.A5.T853.Q9532 QJ87543.T8.AK7.8 AT.Q9762.Q62.JT7:32322222555565656676
9853.6.AK98652.2 742.K542.Q3.8743 AJT.AT3.J7.AKQ65 KQ6.QJ987.T4.JT9:10102222656500003131
T9863.Q52.A9.862 AKJ2.A7.6.KT9753 75.JT943.KJ43.Q4 Q4.K86.QT8752.AJ:CBCBAAAA8787AAAACCCC
AJ93.QJT5.KJ762. K742.K94.AQ95.Q4 Q8.A82.83.KJ7632 T65.763.T4.AT985:66665555554444447766
975.A82.AQJ5.K32 AKJ82.KJ65.K2.97 6.Q43.T9873.AQJ8 QT43.T97.64.T654:66668888767633335454
J52.KQ73.Q53.A42 KT93.JT42.A.QT83 AQ.A85.T98764.J5 8764.96.KJ2.K976:65658888555533337777
AKT84.K73.7.8743 QJ75.QT965.K64.T 962.AJ4.832.Q652 3.82.AQJT95.AKJ9:989866668787AAAA7777
KJ84.86.AKQ74.53 T95.AT93.T653.94 Q72.K2.982.AJT82 A63.QJ754.J.KQ76:55554444888844445555
AKT972.8.AJ962.4 43.QJT43.854.Q52 85.AK9.KQ73.T987 QJ6.7652.T.AKJ63:50501010777710107676
AJ93.KJ.86.Q9742 Q874.AQ6.KQ7.AJT 52.T9872.J943.86 KT6.543.AT52.K53:BBBBBBBB9999BBBB9999
AK7.J8.T72.AQ964 JT9.54.Q643.KT73 853.A96.KJ98.J82 Q642.KQT732.A5.5:64638787888854544343
74.84.A986.AT953 QJ982.K965.KT5.6 AT63.QJT2.QJ.J72 K5.A73.7432.KQ84:66768888888876865555
A.743.A42.K65432 Q.AKQT952.95.AQT J8762.6.JT6.J987 KT9543.J8.KQ873.:BABA9999BBBBA9A95565
Q64.J7.54.QJ9875 AT5.Q943.QJ732.T KJ2.K2.KT986.K32 9873.AT865.A.A64:87879999AAAA77775555
QT4.T83.A76.KJ94 5.A76.J32.A87632 KJ763.J954.K854. A982.KQ2.QT9.QT5:66665555666686869999
Q74.AJ2.K86.Q976 AJ832.K63.T53.84 T965.T875.742.A3 K.Q94.AQJ9.KJT52:88988788777798999899
T5.AQ64.AJ8.K872 KQJ96.75.T6.JT94 43.KJ932.KQ7543. A872.T8.92.AQ653:62628686202021218888
KJ9.9.KQ732.AQ92 Q863.J532.84.874 AT5.A86.A6.JT653 742.KQT74.JT95.K:11112121555511110000
K.932.9654.QJ972 QJT.J865.AKQJ.K5 732.KQT7.T8.A864 A98654.A4.732.T3:B9B8BBBB8676BAB95454
9752.T765.KT.J62 J86.432.82.QT853 AK3.8.AQJ754.K74 QT4.AKQJ9.963.A9:75755555777744447777
AQ743.KT.T.98754 K982.973.AQJ.KQ3 J.Q42.K97642.AT6 T65.AJ865.853.J2:77776666888755556465
742.AKT4.T953.KT KQJT9.J983.Q62.2 83.Q75.AJ8.A7643 A65.62.K74.QJ985:66668787555455556666
AJT52.9.T632.KT2 876.Q7543.Q74.54 KQ.K82.85.A98763 943.AJT6.AKJ9.QJ:92923232989877773131
A6.AK865.A863.64 Q9.Q43.QJ92.JT83 J753.T72.K74.Q52 KT842.J9.T5.AK97:76767777555576768888
876.Q84.T8.KJ854 KQT9.2.AKJ952.Q3 2.KT965.764.AT76 AJ543.AJ73.Q3.92:C8C8DBDB6666CBCB6464
KJ9843.A72.K7.53 QT2.K53.6432.Q74 A.T98.QJ95.AK986 765.QJ64.AT8.JT2:54544343444443434343
J8.A642.A9764.52 974.J5.Q853.AJ43 QT2.Q3.KT2.Q9876 AK653.KT987.J.KT:8898AAAA98A866767676
KJ5.8.AKQ4.Q8532 T3.KQT73.T9.KT76 AQ876.5.8765.A94 942.AJ9642.J32.J:63632222888821213333
A983.QT6.K74.KQ8 T62.J7543.532.T6 K75.982.QT86.J93 QJ4.AK.AJ9.A7542:66666666878776767777
AQ97.9762.75.QT7 T.QT4.KQT86.A942 J86.J8.J432.KJ85 K5432.AK53.A9.63:A9A98898A9A999A98888
.AJT7643.AKJ9.Q9 T4.Q5.T3.AKT8763 KJ62.9.Q7642.J52 AQ98753.K82.85.4:66669898444421219696
987.97.A65.98543 Q63.J32.QT984.A2 AKJT52.A86.K2.KQ 4.KQT54.J73.JT76:33333232777777765554
T83.AKQ9.4.KJT43 QJ2.JT6.862.AQ72 A974.543.KQT73.8 K65.872.AJ95.965:76765555555565656666
J73.QJ2.AQT4.973 A652.K85.J2.Q842 KT8.T97.K76.KT65 Q94.A643.9853.AJ:77778888878777777676
AJ96..AKQ5.Q9832 T5.AT9652.J9.AK4 87.KQJ873.83.JT5 KQ432.4.T7642.76:44446666656566664343
AK92.KQ9654.K.Q3 J8.J8.Q.KJT97542 QT743.2.J9532.86 65.AT73.AT8764.A:5555333365656666AAAA
KJ.T54.KJT872.82 6542.K86.Q.AKQT6 T98.A72.9543.J73 AQ73.QJ93.A6.954:A7A7BBBBBBBB6666BBBB
9862.JT54.K62.K2 K.AK98.Q9875.653 AQ5.Q763.T4.AT84 JT743.2.AJ3.QJ97:77766666555588888787
632.A632.A962.K5 JT8.98754.875.97 AK75.QJ.QJT43.Q4 Q94.KT.K.AJT8632:32322222545422227777
Q98.A.AQJ9543.96 AKJT65.T86.8.Q52 732.KJ97543.2.K4 4.Q2.KT76.AJT873:CACBCBCB55657677C9C9
AQT2.J53.J954.J9 KJ843.82.T32.T64 9.AQ74.KQ7.A8532 765.KT96.A86.KQ7:65657777445455544454
AQT62.KQJT9.8.62 J4.865.AQT3.AQ93 9875.A742.K976.4 K3.3.J542.KJT875:73732121212198989999
KJT76.J843.J4.J8 A842.AK.K.AQT962 Q3.QT7.QT9853.K7 95.9652.A762.543:AAAA777777777676BBBB
A6.AJ4.KJT5.Q752 KT32.KQT7.A9.K84 Q97.63.Q863.AJT3 J854.9852.742.96:43337666766633333333
KQJT963.QT53.K9. 74.K876.863.A973 A8.A94.JT52.8654 52.J2.AQ74.KQJT2:65652222545477778888
KJT8.J982.KT72.A Q7.A76.Q4.T98764 9642.T4.A53.KJ53 A53.KQ53.J986.Q2:66665444767665657777
QT86.QJ543.54.J4 954.T8.AK8.AQT87 K3.AK9762.Q632.2 AJ72..JT97.K9653:8787888844449898BBBB
K42.AQ4.T43.JT86 A876.9.AQ9752.Q4 QT95.KJ32.K.AK95 J3.T8765.J86.732:75755454444488882222
J74.Q8.T754.AK52 63.KT7642.KQ2.93 AQ2.J53.AJ6.JT86 KT985.A9.983.Q74:54546666777754544444
QT65.K5.A3.QJ987 42.J8.KQ982.AK53 KJ9.QT9764.74.42 A873.A32.JT65.T6:888866665555AAAA7676
KT963.94.A2.J843 AJ.J85.Q975.AKT2 Q87542.T3.T83.96 .AKQ762.KJ64.Q75:CBCB6666CCCCCCCCCCCC
Q52.KT.9752.JT85 AKJT74.Q92.64.72 863.A53.AQJT.Q64 9.J8764.K83.AK93:9999A9A9AAAA76768787
QT92.5.8643.AQ64 A3.KQ873.KQ72.J9 J765.A9642.J.872 K84.JT.AT95.KT53:99997777989899998787
T954.A7.9654.965 AQJ6.K93.87.AKJ3 K732.64.Q32.Q874 8.QJT852.AKJT.T2:CCCBAAA9CCCCCCCBBBBB
Q973.93.AJT2.J85 J62.875.43.AK964 8.KQJ64.Q875.Q73 AKT54.AT2.K96.T2:75758888656554558787
AKQ65.53.AJ8.A52 742.KT742.73.KQ7 T8.96.KQT9654.94 J93.AQJ8.2.JT863:50502020868620208787
754.AK32.A864.T4 8.764.T975.Q8532 AT63.T9.KQ32.AK6 KQJ92.QJ85.J.J97:54544444545433336565
AKT3.AKJ84.9.Q75 .Q76532.K632.AT4 Q92.T.QJT75.KJ32 J87654.9.A84.986:33335555555565555343
K54.Q92.QJ985.KT J983.J643..AJ954 Q762.K5.KT74.Q86 AT.AT87.A632.732:77777666A9A955559999
AK976.84.J92.A98 T.T97.AQ8753.654 J42.AKJ53.KT.KQJ Q853.Q62.64.T732:22221111222255552222
2.JT8632.KQ.KT74 8.A75.9752.J6532 JT7.4.J8643.AQ98 AKQ96543.KQ9.AT.:C9C9CCCC767676766565
T62.QJT5.Q.KQJ53 K5.A962.K52.T982 AQJ74.74.A843.A6 983.K83.JT976.74:22222020545466662222
4.A974.KJ942.Q64 AT952.JT3.A6.872 QJ83.8652.T83.KJ K76.KQ.Q75.AT953:76778787656565659898
QJT.A93.765.AQ62 A63.JT85.J92.K74 K752.K762.A84.93 984.Q4.KQT3.JT85:65655555666676766666
732.AQ6.AQ2.Q652 AKJ84.J87.J98.73 5.K953.T743.AJT9 QT96.T42.K65.K84:66667777333343432222
AK8643.Q953.93.2 JT975.4.8.AKQT54 2.7.AKJ765.J9873 Q.AKJT862.QT42.6:77777777888866668888
J53.K32.K3.AJ832 QT82.J4.JT74.QT7 K96.9865.A862.64 A74.AQT7.Q95.K95:87877676767677777676
A7.82.J652.J8764 JT853.94.93.AK53 6.KQT653.Q87.QT2 KQ942.AJ7.AKT4.9:AAAABBBB878798987777
J9432..KJT9.9654 K5.873.652.QJT73 AT8.AKT9652.8.AK Q76.QJ4.AQ743.82:33332222333355555555
64.AQJ9853.J92.A AQT9752.T6.86.K2 KJ83.72.KQT.9843 .K4.A7543.QJT765:636355652232767798A9
874.Q9842.J4.QT8 AKQ6.AT3.A65.974 T52.J76.KT732.K5 J93.K5.Q98.AJ632:AAA9AAAA77779999AAAA
T764.QJ62.Q75.72 AQ.98754.A82.AJ3 J982.AK3.43.T964 K53.T.KJT96.KQ85:C9C988889999CCCCCBCB
A4.7.KJ9863.QT32 75.QJ6542.T754.9 J92.A93.AQ2.AK75 KQT863.KT8..J864:11117777989811111011
94.AQT2.7.KJ9865 Q763.4.A643.AQ73 AT5.K9873.KQ52.2 KJ82.J65.JT98.T4:66668787333388884343
K72.KQJ2.J862.65 J86.A964.K5.QJ72 AT54.T73.Q73.A93 Q93.85.AT94.KT84:76766666666676769999
75.T86.Q83.AT942 42.J5432.K9654.6 QT9.Q97.JT.KJ873 AKJ863.AK.A72.Q5:A8A8BBBBBBBBCBCB7676
K7.AQ85.K5.AK963 AT4.K432.JT984.8 Q965.T976.Q32.QJ J832.J.A76.T7542:64646666444487775555
82.T83.9763.AJT8 KQ4.AK7.T5.97642 JT63.Q54.KQJ8.Q5 A975.J962.A42.K3:76768888888865657777
J43.A83.K63.K432 87.QJ92.Q75.AT98 AQT965.T4.J2.J75 K2.K765.AT984.Q6:66665555989999997787
AKJ94.963.K3.853 65.874.JT942.KJ6 873.AQT5.AQ65.A4 QT2.KJ2.87.QT972:33332222333355556666
J.KJ62.QT873.K83 Q32.A83.A9542.54 854.97.KJ6.QT962 AKT976.QT54..AJ7:A9A9BBBBA9A976776666
AQ95.AK963.T.A65 8.J7.AKJ92.JT973 KJT6.T84.765.KQ4 7432.Q52.Q843.82:54542222222288886565
A5.AJ85.AJ876.A5 J9432.KQT.43.Q73 QT6.9632.T.K9642 K87.74.KQ952.JT8:54545454222255554444
T6.T94.QT83.AK43 KQ82.K83.A92.QT8 A97543.J75.KJ.92 J.AQ62.7654.J765:77777676878777778888
KQJT862.T.KJT.63 95.KJ743.8653.52 74.AQ62.A42.AT74 A3.985.Q97.KQJ98:31511111666655554454
AQ52.87.942.K973 KT.T96.AKJ7.AT54 J87.KQJ42.53.Q62 9643.A53.QT86.J8:777776767676A9A97777
QJ653.QJ.Q52.K42 A972.KT872.T64.9 4.A4.KJ83.QJ8753 KT8.9653.A97.AT6:75757777989855553333
KJ42.863.32.Q543 98.A9.KJT765.A98 3.KQT542.A984.J6 AQT765.J7.Q.KT72:9797A9A96565AAAA9898
K92.Q87.KQJT.932 AQJT83.J53.3.KJT 54.962.A8765.854 76.AKT4.942.AQ76:C8C8CCCCBBBB8787CCCC
AT9842.53.A86.AK 753.QJ874.Q72.87 K6.AT62.JT3.QJ63 QJ.K9.K954.T9542:11113131444444544242
74.K972.KT96.QJ3 863.AQJ643.Q7.T7 AKQJT952.8.AJ.42 .T5.85432.AK9865:51513131888887878888
J852.Q3.KQJT964. K9.87.32.AKQ8764 AT3.JT9642..J952 Q764.AK5.A875.T3:A9A9666685855454BABA
4.AJ85.JT3.KJ872 J9.Q92.8542.9643 KQT76.KT763.Q.QT A8532.4.AK976.A5:64646565333388985454
KT4.Q765.JT85.T8 982.J.K643.AKJ93 AQ53.AKT92.Q2.74 J76.843.A97.Q652:74744444434376768888
AQJ2.T43.J5.KQ54 T3.A76.KQ98.A876 8765.KQ82.62.J93 K94.J95.AT743.T2:77775454555588885555
Q542.K7.AQJ92.T7 T763.AT2.T8.Q854 K8.8643.765.AJ62 AJ9.QJ95.K43.K93:86878788878855558787
96.AK76.QT65.943 AQ75.92.J9.KT862 8432.J54.K432.AQ KJT.QT83.A87.J75:66667777555544448787
J5.K8532.AK2.J32 QT9872.Q4.T5.A98 K4.AT9.J74.K7654 A63.J76.Q9863.QT:75757777444466764444
KQ5.KQT954.Q4.K4 83..AJT985.87532 AJT97.AJ873.32.A 642.62.K76.QJT96:60604030202099999999
Q964.KT65.T8.853 8.QJ732.7642.J42 KT3.84.QJ53.AK97 AJ752.A9.AK9.QT6:65656666888888888585
AKJ83.Q84.A65.A3 T54.AT632.JT3.T4 Q62.95.KQ82.Q865 97.KJ7.974.KJ972:53533333667633336565
Q7642.T973.96.94 J.852.AK74.AKQT8 KT853.AQJ.J53.72 A9.K64.QT82.J653:BABA66668787CCCCBBBB
T96.KJ98654.J52. AJ.A3.AQ83.J9532 KQ842.7.KT94.KT6 753.QT2.76.AQ874:8888556544447676AAAA
7.T87642..QJ6543 KJ52.AK5.J943.87 AQ9843.93.AKQ8.A T6.QJ.T7652.KT92:66665454444477775354
K64.QT4.94.J6543 T73.K853.AQT5.98 AQ2.A96.K876.KQ7 J985.J72.J32.AT2:43435454555555543333
.KQJT973.QT953.T K865..64.AKQ8654 A92.A8642.AK.J72 QJT743.5.J872.93:7272AAAA10103121A8A8
73.T987.A95.QJ98 KQT6.AQ.KJ832.53 J42.65.T764.AK42 A985.KJ432.Q.T76:9898BABA999999996666
T5.KQ.932.AKQJ95 AJ93.7.KT65.6432 876.AT96543.84.7 KQ42.J82.AQJ7.T8:8585A9A95353AAAA5555
9542.KQT9.K9.KQ3 AQT6.J4.JT72.865 J873.63.AQ64.AJ2 K.A8752.853.T974:44444444444454544444
732.T93.Q96.AK97 AT.K54.JT32.J652 K985.AJ762.4.QT3 QJ64.Q8.AK875.84:65646666555588886564
JT4.QT75.KQJ.KQ3 K8.AK42.A95.AJ54 93.J93.T642.T872 AQ7652.86.873.96:BABABBBB989898989999
J9.AT842.63.J863 843.97.Q2.AKQ542 AKQ65.KQJ3.K98.T T72.65.AJT754.97:93933333313198988787
AQ75.T.AJ97643.9 T9862.Q6..AKJ763 J3.AK9854.KT52.2 K4.J732.Q8.QT854:62626565423210109999
2.852.QT543.KJ97 QT65.K94.A872.QT A84.JT63.J.86432 KJ973.AQ7.K96.A5:B8BAAAAA878788885555
